method_name,subject_id,repeat_id,train_class_counts,test_class_counts
CSP_LDA,35,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,35,10,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,36,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,36,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,36,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,36,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,36,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,36,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,36,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,36,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,36,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,36,10,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,37,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,37,2,"{1: 15, 2: 9}","{1: 5, 2: 11}"
CSP_LDA,37,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,37,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,37,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,37,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,37,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,37,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,37,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,37,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,38,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,38,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,38,3,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,38,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,38,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,38,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,38,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,38,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,38,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,38,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,39,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,39,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,39,3,"{1: 15, 2: 9}","{1: 5, 2: 11}"
CSP_LDA,39,4,"{1: 9, 2: 15}","{1: 11, 2: 5}"
CSP_LDA,39,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,39,6,"{1: 9, 2: 15}","{1: 11, 2: 5}"
CSP_LDA,39,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,39,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,39,9,"{1: 8, 2: 16}","{1: 12, 2: 4}"
CSP_LDA,39,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,40,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,40,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,40,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,40,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,40,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,40,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,40,7,"{1: 16, 2: 8}","{1: 4, 2: 12}"
CSP_LDA,40,8,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,40,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,40,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,41,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,41,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,41,3,"{1: 15, 2: 9}","{1: 5, 2: 11}"
CSP_LDA,41,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,41,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,41,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,41,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,41,8,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,41,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,41,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,42,1,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,42,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,42,3,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,42,4,"{1: 9, 2: 15}","{1: 11, 2: 5}"
CSP_LDA,42,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,42,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,42,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,42,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,42,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,42,10,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,43,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,43,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,43,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,43,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,43,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,43,6,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,43,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,43,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,43,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,43,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,44,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,44,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,44,3,"{1: 16, 2: 8}","{1: 4, 2: 12}"
CSP_LDA,44,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,44,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,44,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,44,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,44,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,44,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,44,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,45,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,45,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,45,3,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,45,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,45,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,45,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,45,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,45,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,45,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,45,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,46,1,"{1: 9, 2: 15}","{1: 11, 2: 5}"
CSP_LDA,46,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,46,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,46,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,46,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,46,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,46,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,46,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,46,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,46,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,47,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,47,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,47,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,47,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,47,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,47,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,47,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,47,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,47,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,47,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,48,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,48,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,48,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,48,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,48,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,48,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,48,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,48,8,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,48,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,48,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,49,1,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,49,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,49,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,49,4,"{1: 16, 2: 8}","{1: 4, 2: 12}"
CSP_LDA,49,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,49,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,49,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
CSP_LDA,49,8,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,49,9,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,49,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
CSP_LDA,50,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,50,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,50,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,50,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,50,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,50,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
CSP_LDA,50,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,50,8,"{1: 11, 2: 13}","{1: 9, 2: 7}"
CSP_LDA,50,9,"{1: 14, 2: 10}","{1: 6, 2: 10}"
CSP_LDA,50,10,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,1,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,1,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,1,3,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,1,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,1,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,1,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,1,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,1,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,1,9,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,1,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,2,1,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,2,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,2,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,2,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,2,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,2,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,2,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,2,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,2,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,2,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,3,1,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,3,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,3,3,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,3,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,3,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,3,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,3,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,3,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,3,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,3,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,4,1,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,4,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,4,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,4,4,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,4,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,4,6,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,4,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,4,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,4,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,4,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,5,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,5,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,5,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,5,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,5,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,5,6,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,5,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,5,8,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,5,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,5,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,6,1,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,6,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,6,3,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,6,4,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,6,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,6,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,6,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,6,8,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,6,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,6,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,7,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,7,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,7,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,7,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,7,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,7,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,7,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,7,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,7,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,7,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,8,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,8,2,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,8,3,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,8,4,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,8,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,8,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,8,7,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,8,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,8,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,8,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,9,1,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,9,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,9,3,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,9,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,9,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,9,6,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,9,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,9,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,9,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,9,10,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,10,1,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,10,2,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,10,3,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,10,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,10,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,10,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,10,7,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,10,8,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,10,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,10,10,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,11,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,11,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,11,3,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,11,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,11,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,11,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,11,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,11,8,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,11,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,11,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,12,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,12,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,12,3,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,12,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,12,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,12,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,12,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,12,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,12,9,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,12,10,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,13,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,13,2,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,13,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,13,4,"{1: 16, 2: 8}","{1: 4, 2: 12}"
FBCSP_SVM,13,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,13,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,13,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,13,8,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,13,9,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,13,10,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,14,1,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,14,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,14,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,14,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,14,5,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,14,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,14,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,14,8,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,14,9,"{1: 7, 2: 17}","{1: 13, 2: 3}"
FBCSP_SVM,14,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,15,1,"{1: 8, 2: 16}","{1: 12, 2: 4}"
FBCSP_SVM,15,2,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,15,3,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,15,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,15,5,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,15,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,15,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,15,8,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,15,9,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,15,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,16,1,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,16,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,16,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,16,4,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,16,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,16,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,16,7,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,16,8,"{1: 8, 2: 16}","{1: 12, 2: 4}"
FBCSP_SVM,16,9,"{1: 14, 2: 10}","{1: 6, 2: 10}"
FBCSP_SVM,16,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,17,1,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,17,2,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,17,3,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,17,4,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,17,5,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,17,6,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,17,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,17,8,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,17,9,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,17,10,"{1: 10, 2: 14}","{1: 10, 2: 6}"
FBCSP_SVM,18,1,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,18,2,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,18,3,"{1: 15, 2: 9}","{1: 5, 2: 11}"
FBCSP_SVM,18,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,18,5,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,18,6,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,18,7,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,18,8,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,18,9,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,18,10,"{1: 12, 2: 12}","{1: 8, 2: 8}"
FBCSP_SVM,19,1,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,19,2,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,19,3,"{1: 9, 2: 15}","{1: 11, 2: 5}"
FBCSP_SVM,19,4,"{1: 13, 2: 11}","{1: 7, 2: 9}"
FBCSP_SVM,19,5,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,19,6,"{1: 11, 2: 13}","{1: 9, 2: 7}"
FBCSP_SVM,19,7,"{1: 12, 2: 12}","{1: 8, 2: 8}"
