recording_key,subject,session,run,from_description,to_description,from_onset_s,to_onset_s,gap_s,from_duration_s,from_end_s,annotation_overlap_s
21::0::0,21,0,0,left_hand,right_hand,52.02,56.024,4.003999999999998,4.0,56.02,-0.003999999999997783
21::0::0,21,0,0,right_hand,left_hand,56.024,58.0,1.975999999999999,4.0,60.024,2.024000000000001
21::0::0,21,0,0,left_hand,right_hand,58.0,60.02,2.020000000000003,4.0,62.0,1.9799999999999969
21::0::0,21,0,0,right_hand,left_hand,60.02,64.022,4.0020000000000024,4.0,64.02000000000001,-0.001999999999995339
21::0::0,21,0,0,left_hand,right_hand,64.022,66.0,1.9779999999999944,4.0,68.022,2.0220000000000056
21::0::0,21,0,0,right_hand,left_hand,66.0,68.02,2.019999999999996,4.0,70.0,1.980000000000004
21::0::0,21,0,0,left_hand,right_hand,68.02,72.024,4.004000000000005,4.0,72.02,-0.0040000000000048885
21::0::0,21,0,0,right_hand,left_hand,72.024,74.0,1.975999999999999,4.0,76.024,2.024000000000001
21::0::0,21,0,0,left_hand,right_hand,74.0,76.02,2.019999999999996,4.0,78.0,1.980000000000004
21::0::0,21,0,0,right_hand,left_hand,76.02,80.022,4.0020000000000095,4.0,80.02,-0.0020000000000095497
21::0::0,21,0,0,left_hand,right_hand,80.022,82.0,1.9779999999999944,4.0,84.022,2.0220000000000056
21::0::0,21,0,0,right_hand,left_hand,82.0,84.02,2.019999999999996,4.0,86.0,1.980000000000004
21::0::0,21,0,0,left_hand,right_hand,84.02,88.022,4.0020000000000095,4.0,88.02,-0.0020000000000095497
21::0::0,21,0,0,right_hand,left_hand,88.022,90.0,1.9779999999999944,4.0,92.022,2.0220000000000056
21::0::0,21,0,0,left_hand,right_hand,90.0,92.02,2.019999999999996,4.0,94.0,1.980000000000004
21::0::0,21,0,0,right_hand,left_hand,92.02,96.022,4.0020000000000095,4.0,96.02,-0.0020000000000095497
21::0::0,21,0,0,left_hand,right_hand,96.022,98.0,1.9779999999999944,4.0,100.022,2.0220000000000056
21::0::0,21,0,0,right_hand,left_hand,98.0,100.02,2.019999999999996,4.0,102.0,1.980000000000004
21::0::0,21,0,0,left_hand,right_hand,100.02,104.022,4.0020000000000095,4.0,104.02,-0.0020000000000095497
21::0::0,21,0,0,right_hand,left_hand,104.022,106.0,1.9779999999999944,4.0,108.022,2.0220000000000056
22::0::0,22,0,0,left_hand,right_hand,4.006,8.006,4.0,4.0,8.006,0.0
22::0::0,22,0,0,right_hand,left_hand,8.006,10.0,1.9939999999999998,4.0,12.006,2.0060000000000002
22::0::0,22,0,0,left_hand,right_hand,10.0,12.004,2.0039999999999996,4.0,14.0,1.9960000000000004
22::0::0,22,0,0,right_hand,left_hand,12.004,16.004,4.000000000000002,4.0,16.003999999999998,-3.552713678800501e-15
22::0::0,22,0,0,left_hand,right_hand,16.004,18.0,1.9959999999999987,4.0,20.004,2.0040000000000013
22::0::0,22,0,0,right_hand,left_hand,18.0,20.006,2.0060000000000002,4.0,22.0,1.9939999999999998
22::0::0,22,0,0,left_hand,right_hand,20.006,24.008,4.001999999999999,4.0,24.006,-0.0019999999999988916
22::0::0,22,0,0,right_hand,left_hand,24.008,26.0,1.9920000000000009,4.0,28.008,2.007999999999999
22::0::0,22,0,0,left_hand,right_hand,26.0,28.008,2.007999999999999,4.0,30.0,1.9920000000000009
22::0::0,22,0,0,right_hand,left_hand,28.008,32.012,4.004000000000001,4.0,32.007999999999996,-0.0040000000000048885
22::0::0,22,0,0,left_hand,right_hand,32.012,34.0,1.9879999999999995,4.0,36.012,2.0120000000000005
22::0::0,22,0,0,right_hand,left_hand,34.0,36.002,2.0020000000000024,4.0,38.0,1.9979999999999976
22::0::0,22,0,0,left_hand,right_hand,36.002,40.006,4.003999999999998,4.0,40.002,-0.003999999999997783
22::0::0,22,0,0,right_hand,left_hand,40.006,42.0,1.9939999999999998,4.0,44.006,2.0060000000000002
22::0::0,22,0,0,left_hand,right_hand,42.0,44.004,2.003999999999998,4.0,46.0,1.9960000000000022
22::0::0,22,0,0,right_hand,left_hand,44.004,48.006,4.0020000000000024,4.0,48.004,-0.0020000000000024443
22::0::0,22,0,0,left_hand,right_hand,48.006,50.0,1.9939999999999998,4.0,52.006,2.0060000000000002
22::0::0,22,0,0,right_hand,left_hand,50.0,52.002,2.0020000000000024,4.0,54.0,1.9979999999999976
22::0::0,22,0,0,left_hand,right_hand,52.002,56.002,4.0,4.0,56.002,0.0
22::0::0,22,0,0,right_hand,left_hand,56.002,58.0,1.9979999999999976,4.0,60.002,2.0020000000000024
22::0::0,22,0,0,left_hand,right_hand,58.0,60.004,2.003999999999998,4.0,62.0,1.9960000000000022
22::0::0,22,0,0,right_hand,left_hand,60.004,64.008,4.003999999999998,4.0,64.00399999999999,-0.0040000000000048885
22::0::0,22,0,0,left_hand,right_hand,64.008,66.0,1.9920000000000044,4.0,68.008,2.0079999999999956
22::0::0,22,0,0,right_hand,left_hand,66.0,68.006,2.0060000000000002,4.0,70.0,1.9939999999999998
22::0::0,22,0,0,left_hand,right_hand,68.006,72.008,4.001999999999995,4.0,72.006,-0.001999999999995339
22::0::0,22,0,0,right_hand,left_hand,72.008,74.0,1.9920000000000044,4.0,76.008,2.0079999999999956
22::0::0,22,0,0,left_hand,right_hand,74.0,76.006,2.0060000000000002,4.0,78.0,1.9939999999999998
22::0::0,22,0,0,right_hand,left_hand,76.006,80.008,4.001999999999995,4.0,80.006,-0.001999999999995339
22::0::0,22,0,0,left_hand,right_hand,80.008,82.0,1.9920000000000044,4.0,84.008,2.0079999999999956
22::0::0,22,0,0,right_hand,left_hand,82.0,84.002,2.0019999999999953,4.0,86.0,1.9980000000000047
22::0::0,22,0,0,left_hand,right_hand,84.002,88.006,4.004000000000005,4.0,88.002,-0.0040000000000048885
22::0::0,22,0,0,right_hand,left_hand,88.006,90.0,1.9939999999999998,4.0,92.006,2.0060000000000002
22::0::0,22,0,0,left_hand,right_hand,90.0,92.006,2.0060000000000002,4.0,94.0,1.9939999999999998
22::0::0,22,0,0,right_hand,left_hand,92.006,96.01,4.004000000000005,4.0,96.006,-0.0040000000000048885
22::0::0,22,0,0,left_hand,right_hand,96.01,98.0,1.9899999999999949,4.0,100.01,2.010000000000005
22::0::0,22,0,0,right_hand,left_hand,98.0,100.006,2.0060000000000002,4.0,102.0,1.9939999999999998
22::0::0,22,0,0,left_hand,right_hand,100.006,104.006,4.0,4.0,104.006,0.0
22::0::0,22,0,0,right_hand,left_hand,104.006,106.0,1.9939999999999998,4.0,108.006,2.0060000000000002
23::0::0,23,0,0,left_hand,right_hand,4.014,8.016,4.002,4.0,8.014,-0.002000000000000668
23::0::0,23,0,0,right_hand,left_hand,8.016,10.0,1.984,4.0,12.016,2.016
23::0::0,23,0,0,left_hand,right_hand,10.0,12.02,2.0199999999999996,4.0,14.0,1.9800000000000004
23::0::0,23,0,0,right_hand,left_hand,12.02,16.022,4.001999999999999,4.0,16.02,-0.0019999999999988916
23::0::0,23,0,0,left_hand,right_hand,16.022,18.0,1.9780000000000015,4.0,20.022,2.0219999999999985
23::0::0,23,0,0,right_hand,left_hand,18.0,20.02,2.0199999999999996,4.0,22.0,1.9800000000000004
23::0::0,23,0,0,left_hand,right_hand,20.02,24.02,4.0,4.0,24.02,0.0
23::0::0,23,0,0,right_hand,left_hand,24.02,26.0,1.9800000000000004,4.0,28.02,2.0199999999999996
23::0::0,23,0,0,left_hand,right_hand,26.0,28.02,2.0199999999999996,4.0,30.0,1.9800000000000004
23::0::0,23,0,0,right_hand,left_hand,28.02,32.02,4.0000000000000036,4.0,32.019999999999996,-7.105427357601002e-15
23::0::0,23,0,0,left_hand,right_hand,32.02,34.0,1.9799999999999969,4.0,36.02,2.020000000000003
23::0::0,23,0,0,right_hand,left_hand,34.0,36.02,2.020000000000003,4.0,38.0,1.9799999999999969
23::0::0,23,0,0,left_hand,right_hand,36.02,40.02,4.0,4.0,40.02,0.0
23::0::0,23,0,0,right_hand,left_hand,40.02,42.0,1.9799999999999969,4.0,44.02,2.020000000000003
23::0::0,23,0,0,left_hand,right_hand,42.0,44.02,2.020000000000003,4.0,46.0,1.9799999999999969
23::0::0,23,0,0,right_hand,left_hand,44.02,48.024,4.003999999999998,4.0,48.02,-0.003999999999997783
23::0::0,23,0,0,left_hand,right_hand,48.024,50.0,1.975999999999999,4.0,52.024,2.024000000000001
23::0::0,23,0,0,right_hand,left_hand,50.0,52.02,2.020000000000003,4.0,54.0,1.9799999999999969
23::0::0,23,0,0,left_hand,right_hand,52.02,56.024,4.003999999999998,4.0,56.02,-0.003999999999997783
23::0::0,23,0,0,right_hand,left_hand,56.024,58.0,1.975999999999999,4.0,60.024,2.024000000000001
23::0::0,23,0,0,left_hand,right_hand,58.0,60.02,2.020000000000003,4.0,62.0,1.9799999999999969
23::0::0,23,0,0,right_hand,left_hand,60.02,64.022,4.0020000000000024,4.0,64.02000000000001,-0.001999999999995339
23::0::0,23,0,0,left_hand,right_hand,64.022,66.0,1.9779999999999944,4.0,68.022,2.0220000000000056
23::0::0,23,0,0,right_hand,left_hand,66.0,68.02,2.019999999999996,4.0,70.0,1.980000000000004
23::0::0,23,0,0,left_hand,right_hand,68.02,72.024,4.004000000000005,4.0,72.02,-0.0040000000000048885
23::0::0,23,0,0,right_hand,left_hand,72.024,74.0,1.975999999999999,4.0,76.024,2.024000000000001
23::0::0,23,0,0,left_hand,right_hand,74.0,76.02,2.019999999999996,4.0,78.0,1.980000000000004
23::0::0,23,0,0,right_hand,left_hand,76.02,80.024,4.004000000000005,4.0,80.02,-0.0040000000000048885
23::0::0,23,0,0,left_hand,right_hand,80.024,82.0,1.975999999999999,4.0,84.024,2.024000000000001
23::0::0,23,0,0,right_hand,left_hand,82.0,84.02,2.019999999999996,4.0,86.0,1.980000000000004
23::0::0,23,0,0,left_hand,right_hand,84.02,88.022,4.0020000000000095,4.0,88.02,-0.0020000000000095497
23::0::0,23,0,0,right_hand,left_hand,88.022,90.0,1.9779999999999944,4.0,92.022,2.0220000000000056
23::0::0,23,0,0,left_hand,right_hand,90.0,92.02,2.019999999999996,4.0,94.0,1.980000000000004
23::0::0,23,0,0,right_hand,left_hand,92.02,96.022,4.0020000000000095,4.0,96.02,-0.0020000000000095497
23::0::0,23,0,0,left_hand,right_hand,96.022,98.0,1.9779999999999944,4.0,100.022,2.0220000000000056
23::0::0,23,0,0,right_hand,left_hand,98.0,100.02,2.019999999999996,4.0,102.0,1.980000000000004
23::0::0,23,0,0,left_hand,right_hand,100.02,104.022,4.0020000000000095,4.0,104.02,-0.0020000000000095497
23::0::0,23,0,0,right_hand,left_hand,104.022,106.0,1.9779999999999944,4.0,108.022,2.0220000000000056
24::0::0,24,0,0,left_hand,right_hand,4.01,8.012,4.002000000000001,4.0,8.01,-0.002000000000000668
24::0::0,24,0,0,right_hand,left_hand,8.012,10.0,1.9879999999999995,4.0,12.012,2.0120000000000005
24::0::0,24,0,0,left_hand,right_hand,10.0,12.004,2.0039999999999996,4.0,14.0,1.9960000000000004
24::0::0,24,0,0,right_hand,left_hand,12.004,16.008,4.004,4.0,16.003999999999998,-0.004000000000001336
24::0::0,24,0,0,left_hand,right_hand,16.008,18.0,1.9920000000000009,4.0,20.008,2.007999999999999
24::0::0,24,0,0,right_hand,left_hand,18.0,20.006,2.0060000000000002,4.0,22.0,1.9939999999999998
24::0::0,24,0,0,left_hand,right_hand,20.006,24.006,4.0,4.0,24.006,0.0
24::0::0,24,0,0,right_hand,left_hand,24.006,26.0,1.9939999999999998,4.0,28.006,2.0060000000000002
24::0::0,24,0,0,left_hand,right_hand,26.0,28.002,2.001999999999999,4.0,30.0,1.998000000000001
24::0::0,24,0,0,right_hand,left_hand,28.002,32.002,4.0000000000000036,4.0,32.001999999999995,-7.105427357601002e-15
24::0::0,24,0,0,left_hand,right_hand,32.002,34.0,1.9979999999999976,4.0,36.002,2.0020000000000024
24::0::0,24,0,0,right_hand,left_hand,34.0,36.008,2.0080000000000027,4.0,38.0,1.9919999999999973
24::0::0,24,0,0,left_hand,right_hand,36.008,40.012,4.003999999999998,4.0,40.008,-0.003999999999997783
24::0::0,24,0,0,right_hand,left_hand,40.012,42.0,1.9879999999999995,4.0,44.012,2.0120000000000005
24::0::0,24,0,0,left_hand,right_hand,42.0,44.006,2.0060000000000002,4.0,46.0,1.9939999999999998
24::0::0,24,0,0,right_hand,left_hand,44.006,48.01,4.003999999999998,4.0,48.006,-0.003999999999997783
24::0::0,24,0,0,left_hand,right_hand,48.01,50.0,1.990000000000002,4.0,52.01,2.009999999999998
24::0::0,24,0,0,right_hand,left_hand,50.0,52.006,2.0060000000000002,4.0,54.0,1.9939999999999998
24::0::0,24,0,0,left_hand,right_hand,52.006,56.006,4.0,4.0,56.006,0.0
24::0::0,24,0,0,right_hand,left_hand,56.006,58.0,1.9939999999999998,4.0,60.006,2.0060000000000002
24::0::0,24,0,0,left_hand,right_hand,58.0,60.006,2.0060000000000002,4.0,62.0,1.9939999999999998
24::0::0,24,0,0,right_hand,left_hand,60.006,64.008,4.001999999999995,4.0,64.006,-0.001999999999995339
24::0::0,24,0,0,left_hand,right_hand,64.008,66.0,1.9920000000000044,4.0,68.008,2.0079999999999956
24::0::0,24,0,0,right_hand,left_hand,66.0,68.004,2.004000000000005,4.0,70.0,1.9959999999999951
24::0::0,24,0,0,left_hand,right_hand,68.004,72.008,4.003999999999991,4.0,72.004,-0.003999999999990678
24::0::0,24,0,0,right_hand,left_hand,72.008,74.0,1.9920000000000044,4.0,76.008,2.0079999999999956
24::0::0,24,0,0,left_hand,right_hand,74.0,76.006,2.0060000000000002,4.0,78.0,1.9939999999999998
24::0::0,24,0,0,right_hand,left_hand,76.006,80.01,4.004000000000005,4.0,80.006,-0.0040000000000048885
24::0::0,24,0,0,left_hand,right_hand,80.01,82.0,1.9899999999999949,4.0,84.01,2.010000000000005
24::0::0,24,0,0,right_hand,left_hand,82.0,84.006,2.0060000000000002,4.0,86.0,1.9939999999999998
24::0::0,24,0,0,left_hand,right_hand,84.006,88.006,4.0,4.0,88.006,0.0
24::0::0,24,0,0,right_hand,left_hand,88.006,90.0,1.9939999999999998,4.0,92.006,2.0060000000000002
24::0::0,24,0,0,left_hand,right_hand,90.0,92.008,2.0079999999999956,4.0,94.0,1.9920000000000044
24::0::0,24,0,0,right_hand,left_hand,92.008,96.012,4.004000000000005,4.0,96.008,-0.0040000000000048885
24::0::0,24,0,0,left_hand,right_hand,96.012,98.0,1.9879999999999995,4.0,100.012,2.0120000000000005
24::0::0,24,0,0,right_hand,left_hand,98.0,100.006,2.0060000000000002,4.0,102.0,1.9939999999999998
24::0::0,24,0,0,left_hand,right_hand,100.006,104.006,4.0,4.0,104.006,0.0
24::0::0,24,0,0,right_hand,left_hand,104.006,106.0,1.9939999999999998,4.0,108.006,2.0060000000000002
25::0::0,25,0,0,left_hand,right_hand,4.008,8.012,4.0040000000000004,4.0,8.008,-0.004000000000001336
25::0::0,25,0,0,right_hand,left_hand,8.012,10.0,1.9879999999999995,4.0,12.012,2.0120000000000005
25::0::0,25,0,0,left_hand,right_hand,10.0,12.004,2.0039999999999996,4.0,14.0,1.9960000000000004
25::0::0,25,0,0,right_hand,left_hand,12.004,16.008,4.004,4.0,16.003999999999998,-0.004000000000001336
25::0::0,25,0,0,left_hand,right_hand,16.008,18.0,1.9920000000000009,4.0,20.008,2.007999999999999
25::0::0,25,0,0,right_hand,left_hand,18.0,20.004,2.0040000000000013,4.0,22.0,1.9959999999999987
25::0::0,25,0,0,left_hand,right_hand,20.004,24.008,4.003999999999998,4.0,24.004,-0.003999999999997783
25::0::0,25,0,0,right_hand,left_hand,24.008,26.0,1.9920000000000009,4.0,28.008,2.007999999999999
25::0::0,25,0,0,left_hand,right_hand,26.0,28.006,2.0060000000000002,4.0,30.0,1.9939999999999998
25::0::0,25,0,0,right_hand,left_hand,28.006,32.01,4.003999999999998,4.0,32.006,-0.003999999999997783
25::0::0,25,0,0,left_hand,right_hand,32.01,34.0,1.990000000000002,4.0,36.01,2.009999999999998
25::0::0,25,0,0,right_hand,left_hand,34.0,36.006,2.0060000000000002,4.0,38.0,1.9939999999999998
25::0::0,25,0,0,left_hand,right_hand,36.006,40.008,4.0020000000000024,4.0,40.006,-0.0020000000000024443
25::0::0,25,0,0,right_hand,left_hand,40.008,42.0,1.9919999999999973,4.0,44.008,2.0080000000000027
25::0::0,25,0,0,left_hand,right_hand,42.0,44.004,2.003999999999998,4.0,46.0,1.9960000000000022
25::0::0,25,0,0,right_hand,left_hand,44.004,48.006,4.0020000000000024,4.0,48.004,-0.0020000000000024443
25::0::0,25,0,0,left_hand,right_hand,48.006,50.0,1.9939999999999998,4.0,52.006,2.0060000000000002
25::0::0,25,0,0,right_hand,left_hand,50.0,52.004,2.003999999999998,4.0,54.0,1.9960000000000022
25::0::0,25,0,0,left_hand,right_hand,52.004,56.008,4.004000000000005,4.0,56.004,-0.0040000000000048885
25::0::0,25,0,0,right_hand,left_hand,56.008,58.0,1.9919999999999973,4.0,60.008,2.0080000000000027
25::0::0,25,0,0,left_hand,right_hand,58.0,60.004,2.003999999999998,4.0,62.0,1.9960000000000022
25::0::0,25,0,0,right_hand,left_hand,60.004,64.006,4.0020000000000024,4.0,64.00399999999999,-0.0020000000000095497
25::0::0,25,0,0,left_hand,right_hand,64.006,66.0,1.9939999999999998,4.0,68.006,2.0060000000000002
25::0::0,25,0,0,right_hand,left_hand,66.0,68.004,2.004000000000005,4.0,70.0,1.9959999999999951
25::0::0,25,0,0,left_hand,right_hand,68.004,72.004,4.0,4.0,72.004,0.0
25::0::0,25,0,0,right_hand,left_hand,72.004,74.0,1.9959999999999951,4.0,76.004,2.004000000000005
25::0::0,25,0,0,left_hand,right_hand,74.0,76.006,2.0060000000000002,4.0,78.0,1.9939999999999998
25::0::0,25,0,0,right_hand,left_hand,76.006,80.006,4.0,4.0,80.006,0.0
25::0::0,25,0,0,left_hand,right_hand,80.006,82.0,1.9939999999999998,4.0,84.006,2.0060000000000002
25::0::0,25,0,0,right_hand,left_hand,82.0,84.006,2.0060000000000002,4.0,86.0,1.9939999999999998
25::0::0,25,0,0,left_hand,right_hand,84.006,88.01,4.004000000000005,4.0,88.006,-0.0040000000000048885
25::0::0,25,0,0,right_hand,left_hand,88.01,90.0,1.9899999999999949,4.0,92.01,2.010000000000005
25::0::0,25,0,0,left_hand,right_hand,90.0,92.004,2.004000000000005,4.0,94.0,1.9959999999999951
25::0::0,25,0,0,right_hand,left_hand,92.004,96.006,4.001999999999995,4.0,96.004,-0.001999999999995339
25::0::0,25,0,0,left_hand,right_hand,96.006,98.0,1.9939999999999998,4.0,100.006,2.0060000000000002
25::0::0,25,0,0,right_hand,left_hand,98.0,100.006,2.0060000000000002,4.0,102.0,1.9939999999999998
25::0::0,25,0,0,left_hand,right_hand,100.006,104.008,4.001999999999995,4.0,104.006,-0.001999999999995339
25::0::0,25,0,0,right_hand,left_hand,104.008,106.0,1.9920000000000044,4.0,108.008,2.0079999999999956
26::0::0,26,0,0,left_hand,right_hand,4.014,8.018,4.0040000000000004,4.0,8.014,-0.004000000000001336
26::0::0,26,0,0,right_hand,left_hand,8.018,10.0,1.9819999999999993,4.0,12.018,2.0180000000000007
26::0::0,26,0,0,left_hand,right_hand,10.0,12.02,2.0199999999999996,4.0,14.0,1.9800000000000004
26::0::0,26,0,0,right_hand,left_hand,12.02,16.022,4.001999999999999,4.0,16.02,-0.0019999999999988916
26::0::0,26,0,0,left_hand,right_hand,16.022,18.0,1.9780000000000015,4.0,20.022,2.0219999999999985
26::0::0,26,0,0,right_hand,left_hand,18.0,20.02,2.0199999999999996,4.0,22.0,1.9800000000000004
26::0::0,26,0,0,left_hand,right_hand,20.02,24.022,4.001999999999999,4.0,24.02,-0.0019999999999988916
26::0::0,26,0,0,right_hand,left_hand,24.022,26.0,1.9780000000000015,4.0,28.022,2.0219999999999985
26::0::0,26,0,0,left_hand,right_hand,26.0,28.02,2.0199999999999996,4.0,30.0,1.9800000000000004
26::0::0,26,0,0,right_hand,left_hand,28.02,32.02,4.0000000000000036,4.0,32.019999999999996,-7.105427357601002e-15
26::0::0,26,0,0,left_hand,right_hand,32.02,34.0,1.9799999999999969,4.0,36.02,2.020000000000003
26::0::0,26,0,0,right_hand,left_hand,34.0,36.02,2.020000000000003,4.0,38.0,1.9799999999999969
26::0::0,26,0,0,left_hand,right_hand,36.02,40.024,4.003999999999998,4.0,40.02,-0.003999999999997783
26::0::0,26,0,0,right_hand,left_hand,40.024,42.0,1.975999999999999,4.0,44.024,2.024000000000001
26::0::0,26,0,0,left_hand,right_hand,42.0,44.02,2.020000000000003,4.0,46.0,1.9799999999999969
26::0::0,26,0,0,right_hand,left_hand,44.02,48.024,4.003999999999998,4.0,48.02,-0.003999999999997783
26::0::0,26,0,0,left_hand,right_hand,48.024,50.0,1.975999999999999,4.0,52.024,2.024000000000001
26::0::0,26,0,0,right_hand,left_hand,50.0,52.02,2.020000000000003,4.0,54.0,1.9799999999999969
26::0::0,26,0,0,left_hand,right_hand,52.02,56.022,4.001999999999995,4.0,56.02,-0.001999999999995339
26::0::0,26,0,0,right_hand,left_hand,56.022,58.0,1.9780000000000015,4.0,60.022,2.0219999999999985
26::0::0,26,0,0,left_hand,right_hand,58.0,60.02,2.020000000000003,4.0,62.0,1.9799999999999969
26::0::0,26,0,0,right_hand,left_hand,60.02,64.02,3.999999999999993,4.0,64.02000000000001,1.4210854715202004e-14
26::0::0,26,0,0,left_hand,right_hand,64.02,66.0,1.980000000000004,4.0,68.02,2.019999999999996
26::0::0,26,0,0,right_hand,left_hand,66.0,68.02,2.019999999999996,4.0,70.0,1.980000000000004
26::0::0,26,0,0,left_hand,right_hand,68.02,72.02,4.0,4.0,72.02,0.0
26::0::0,26,0,0,right_hand,left_hand,72.02,74.0,1.980000000000004,4.0,76.02,2.019999999999996
26::0::0,26,0,0,left_hand,right_hand,74.0,76.02,2.019999999999996,4.0,78.0,1.980000000000004
26::0::0,26,0,0,right_hand,left_hand,76.02,80.024,4.004000000000005,4.0,80.02,-0.0040000000000048885
26::0::0,26,0,0,left_hand,right_hand,80.024,82.0,1.975999999999999,4.0,84.024,2.024000000000001
26::0::0,26,0,0,right_hand,left_hand,82.0,84.02,2.019999999999996,4.0,86.0,1.980000000000004
26::0::0,26,0,0,left_hand,right_hand,84.02,88.02,4.0,4.0,88.02,0.0
26::0::0,26,0,0,right_hand,left_hand,88.02,90.0,1.980000000000004,4.0,92.02,2.019999999999996
26::0::0,26,0,0,left_hand,right_hand,90.0,92.02,2.019999999999996,4.0,94.0,1.980000000000004
26::0::0,26,0,0,right_hand,left_hand,92.02,96.024,4.004000000000005,4.0,96.02,-0.0040000000000048885
26::0::0,26,0,0,left_hand,right_hand,96.024,98.0,1.975999999999999,4.0,100.024,2.024000000000001
26::0::0,26,0,0,right_hand,left_hand,98.0,100.02,2.019999999999996,4.0,102.0,1.980000000000004
26::0::0,26,0,0,left_hand,right_hand,100.02,104.02,4.0,4.0,104.02,0.0
26::0::0,26,0,0,right_hand,left_hand,104.02,106.0,1.980000000000004,4.0,108.02,2.019999999999996
27::0::0,27,0,0,left_hand,right_hand,4.008,8.01,4.002,4.0,8.008,-0.002000000000000668
27::0::0,27,0,0,right_hand,left_hand,8.01,10.0,1.9900000000000002,4.0,12.01,2.01
27::0::0,27,0,0,left_hand,right_hand,10.0,12.006,2.0060000000000002,4.0,14.0,1.9939999999999998
27::0::0,27,0,0,right_hand,left_hand,12.006,16.008,4.001999999999999,4.0,16.006,-0.0019999999999988916
27::0::0,27,0,0,left_hand,right_hand,16.008,18.0,1.9920000000000009,4.0,20.008,2.007999999999999
27::0::0,27,0,0,right_hand,left_hand,18.0,20.006,2.0060000000000002,4.0,22.0,1.9939999999999998
27::0::0,27,0,0,left_hand,right_hand,20.006,24.008,4.001999999999999,4.0,24.006,-0.0019999999999988916
27::0::0,27,0,0,right_hand,left_hand,24.008,26.0,1.9920000000000009,4.0,28.008,2.007999999999999
27::0::0,27,0,0,left_hand,right_hand,26.0,28.006,2.0060000000000002,4.0,30.0,1.9939999999999998
27::0::0,27,0,0,right_hand,left_hand,28.006,32.006,4.0,4.0,32.006,0.0
27::0::0,27,0,0,left_hand,right_hand,32.006,34.0,1.9939999999999998,4.0,36.006,2.0060000000000002
27::0::0,27,0,0,right_hand,left_hand,34.0,36.006,2.0060000000000002,4.0,38.0,1.9939999999999998
27::0::0,27,0,0,left_hand,right_hand,36.006,40.006,4.0,4.0,40.006,0.0
27::0::0,27,0,0,right_hand,left_hand,40.006,42.0,1.9939999999999998,4.0,44.006,2.0060000000000002
27::0::0,27,0,0,left_hand,right_hand,42.0,44.006,2.0060000000000002,4.0,46.0,1.9939999999999998
27::0::0,27,0,0,right_hand,left_hand,44.006,48.01,4.003999999999998,4.0,48.006,-0.003999999999997783
27::0::0,27,0,0,left_hand,right_hand,48.01,50.0,1.990000000000002,4.0,52.01,2.009999999999998
27::0::0,27,0,0,right_hand,left_hand,50.0,52.006,2.0060000000000002,4.0,54.0,1.9939999999999998
27::0::0,27,0,0,left_hand,right_hand,52.006,56.008,4.0020000000000024,4.0,56.006,-0.0020000000000024443
27::0::0,27,0,0,right_hand,left_hand,56.008,58.0,1.9919999999999973,4.0,60.008,2.0080000000000027
27::0::0,27,0,0,left_hand,right_hand,58.0,60.006,2.0060000000000002,4.0,62.0,1.9939999999999998
27::0::0,27,0,0,right_hand,left_hand,60.006,64.006,4.0,4.0,64.006,0.0
27::0::0,27,0,0,left_hand,right_hand,64.006,66.0,1.9939999999999998,4.0,68.006,2.0060000000000002
27::0::0,27,0,0,right_hand,left_hand,66.0,68.008,2.0079999999999956,4.0,70.0,1.9920000000000044
27::0::0,27,0,0,left_hand,right_hand,68.008,72.012,4.004000000000005,4.0,72.008,-0.0040000000000048885
27::0::0,27,0,0,right_hand,left_hand,72.012,74.0,1.9879999999999995,4.0,76.012,2.0120000000000005
27::0::0,27,0,0,left_hand,right_hand,74.0,76.008,2.0079999999999956,4.0,78.0,1.9920000000000044
27::0::0,27,0,0,right_hand,left_hand,76.008,80.012,4.004000000000005,4.0,80.008,-0.0040000000000048885
27::0::0,27,0,0,left_hand,right_hand,80.012,82.0,1.9879999999999995,4.0,84.012,2.0120000000000005
27::0::0,27,0,0,right_hand,left_hand,82.0,84.008,2.0079999999999956,4.0,86.0,1.9920000000000044
27::0::0,27,0,0,left_hand,right_hand,84.008,88.01,4.0020000000000095,4.0,88.008,-0.0020000000000095497
27::0::0,27,0,0,right_hand,left_hand,88.01,90.0,1.9899999999999949,4.0,92.01,2.010000000000005
27::0::0,27,0,0,left_hand,right_hand,90.0,92.006,2.0060000000000002,4.0,94.0,1.9939999999999998
27::0::0,27,0,0,right_hand,left_hand,92.006,96.01,4.004000000000005,4.0,96.006,-0.0040000000000048885
27::0::0,27,0,0,left_hand,right_hand,96.01,98.0,1.9899999999999949,4.0,100.01,2.010000000000005
27::0::0,27,0,0,right_hand,left_hand,98.0,100.006,2.0060000000000002,4.0,102.0,1.9939999999999998
27::0::0,27,0,0,left_hand,right_hand,100.006,104.01,4.004000000000005,4.0,104.006,-0.0040000000000048885
27::0::0,27,0,0,right_hand,left_hand,104.01,106.0,1.9899999999999949,4.0,108.01,2.010000000000005
28::0::0,28,0,0,left_hand,right_hand,4.014,8.016,4.002,4.0,8.014,-0.002000000000000668
28::0::0,28,0,0,right_hand,left_hand,8.016,10.0,1.984,4.0,12.016,2.016
28::0::0,28,0,0,left_hand,right_hand,10.0,12.02,2.0199999999999996,4.0,14.0,1.9800000000000004
28::0::0,28,0,0,right_hand,left_hand,12.02,16.024,4.004000000000001,4.0,16.02,-0.004000000000001336
