band,feature,family,n_subjects,mean_difference_right_minus_left,mean_subject_hedges_g,bootstrap_ci_low,bootstrap_ci_high,wilcoxon_stat,wilcoxon_p,bh_q,correction
8-12Hz,asym_P3_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.05926564610286213,-0.13142094176950636,-0.10583439916888235,-0.014441441398995298,382.0,0.012931948668784443,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,hand_by_hemisphere_C3_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.02892653431947987,-0.06152775436230001,-0.06585123692331464,0.01058370686674278,470.0,0.10737600575610173,0.5126338339323566,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,hand_by_hemisphere_FC3_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.008938661241436566,-0.029721887490700642,-0.05081778095117789,0.03075478590004866,576.0,0.559104623193516,0.7806366437041543,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,hand_by_hemisphere_CP3_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.04386866141861168,-0.0934658343330842,-0.0935981550096201,0.005761080083013408,485.0,0.14333259515310637,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-12Hz,hand_by_hemisphere_P3_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.05926564610286213,-0.13142094176950636,-0.10484758987458204,-0.014620801741342029,382.0,0.012931948668784443,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_Fp1,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.006098521695920143,-0.023479477373116665,-0.037142319937386675,0.024582733708337825,580.0,0.5852066143769612,0.7873688993435478,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_Fp2,channel_x_band_and_prespecified_homologous_asymmetry,50,0.007399506742379201,0.043756635044732324,-0.01909942309022826,0.032865680286868613,538.0,0.3422827758111566,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_Fz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.01593477120131781,0.018866689385242587,-0.01541437516640894,0.04671575394402646,537.0,0.3374027667706141,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_F3,channel_x_band_and_prespecified_homologous_asymmetry,50,0.017935308039817147,0.04180753396610506,-0.015613112717399865,0.049610485535028004,476.0,0.12080975020940343,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_F4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.0013057253505929455,0.023482144263724268,-0.03384821596402529,0.03548860684184536,571.0,0.5272794190915597,0.7726470695599094,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_F7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.007270807277801805,0.0035020800669585835,-0.04638362749460434,0.02822413407356279,587.0,0.6321732707310517,0.7996721715230397,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_F8,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.026543636093254972,-0.031469667072133306,-0.05925378997190128,0.0043452199009475214,528.0,0.2954728324166016,0.6423327145775528,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_FCz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.008232980905206896,0.013961763619488239,-0.02440676565554178,0.04039989986730135,563.0,0.47831983611594175,0.761197158550101,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_FC3,channel_x_band_and_prespecified_homologous_asymmetry,50,0.0026150624327275916,0.008844531051612876,-0.03974323903245337,0.042434078809626914,591.0,0.6596977023333945,0.8136271662111867,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.005826020542355216,0.025999474994864765,-0.033719734704095235,0.04300187478887834,554.0,0.4262959591146398,0.7169522948746215,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_FT7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.0065018966283346465,-0.013487319938347418,-0.04172793499081958,0.028244449195410276,628.0,0.9313837099567692,0.9506537177489782,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_FT8,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.009325239782935474,0.005552455687442924,-0.0457884492758936,0.025792350883922746,624.0,0.9010179923007229,0.9325221179056432,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_Cz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.015213554411772372,0.05336471258785286,-0.017372226636011137,0.04633834792116565,510.0,0.22231487615329293,0.6081724450413836,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_C3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.016973862321750043,-0.07080195650510977,-0.060167337837572554,0.025859510168565126,580.0,0.5852066143769612,0.7873688993435478,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.028437422802614833,0.05517270725842034,-0.013071988213671861,0.06602024017046965,452.0,0.07395602411280144,0.47589093776933106,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_T3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.01814671245140193,-0.07619461719494507,-0.05120133089296653,0.014457743288323836,514.0,0.2373529877703877,0.614409417703942,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_T4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.009058122395771265,0.02858576410794858,-0.017975166332493443,0.0363382424398941,570.0,0.5210251168620434,0.7726470695599094,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_CP3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.013957571213839417,-0.07432861169673159,-0.06110733019471539,0.03414222137639774,616.0,0.8407540567937097,0.9111564812818536,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.03689661620285551,0.09491189628786272,-0.008233622056278773,0.0777763810699196,432.0,0.04719429796794117,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_TP7,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.006881431069477972,-0.03581309851650824,-0.041102146911553616,0.02659926041145953,601.0,0.7304479390240814,0.8648503598045124,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_TP8,channel_x_band_and_prespecified_homologous_asymmetry,50,0.014988956252784253,0.018179631762988088,-0.017992095082419956,0.04916707811882946,581.0,0.5918179227766114,0.7890905637021486,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_Pz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.02448959408994103,0.048469272987777375,-0.01283159661599606,0.062405554424744124,479.0,0.12799334338745183,0.5168171606241264,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_P3,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.014491128423107274,-0.06045797260179782,-0.05599157234971427,0.023272278692665325,610.0,0.7961309923635564,0.8926317187106543,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,0.035040267118927514,0.0964045444664911,-0.0055142250302569725,0.07461980299581511,443.0,0.060701401498306495,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_T5,channel_x_band_and_prespecified_homologous_asymmetry,50,0.005380142372874524,-0.008030390343435678,-0.03521150358710321,0.0466412297024118,611.0,0.8035269768960163,0.8941503201549654,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_T6,channel_x_band_and_prespecified_homologous_asymmetry,50,0.031218024518506728,0.06235165830476972,-0.006955893381599428,0.07107861585673156,507.0,0.21148488261323095,0.6081724450413836,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_Oz,channel_x_band_and_prespecified_homologous_asymmetry,50,0.020372629412720094,0.05497800385076628,-0.01810439191523379,0.05963167789239422,492.0,0.16293225736063377,0.5242168280298651,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_O1,channel_x_band_and_prespecified_homologous_asymmetry,50,0.004374697704523975,0.012411219276108503,-0.02540897999324293,0.03644682520818029,633.0,0.969474172425139,0.9760692348225889,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,logbp_O2,channel_x_band_and_prespecified_homologous_asymmetry,50,0.02887778151860276,0.0717932902705952,-0.0060692438502395534,0.06420968733801512,470.0,0.10737600575610173,0.5126338339323566,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,asym_C3_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.045411285124364806,-0.1420681789536288,-0.07649410462982158,-0.014278239547890351,379.0,0.01186723909238907,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,asym_FC3_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.003210958109627512,-0.012597622876857544,-0.02908257776611308,0.023207991313458198,585.0,0.6185935400423848,0.7996721715230397,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,asym_CP3_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.05085418741669498,-0.16668211195964247,-0.09350957219096821,-0.012461793327408547,432.0,0.04719429796794117,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,asym_P3_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.04953139554203479,-0.17929594996751644,-0.08537664752580171,-0.016763763162837286,380.0,0.012213348101271393,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,hand_by_hemisphere_C3_C4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.045411285124364806,-0.1420681789536288,-0.0766966434302419,-0.014314041971957247,379.0,0.01186723909238907,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,hand_by_hemisphere_FC3_FC4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.003210958109627512,-0.012597622876857544,-0.029237756333171234,0.023029630542040446,585.0,0.6185935400423848,0.7996721715230397,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,hand_by_hemisphere_CP3_CP4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.05085418741669498,-0.16668211195964247,-0.09246345270103899,-0.011544238307495947,432.0,0.04719429796794117,0.42780035341663625,BH across all channel x band and prespecified homologous/asymmetry cohort tests
8-30Hz,hand_by_hemisphere_P3_P4,channel_x_band_and_prespecified_homologous_asymmetry,50,-0.04953139554203479,-0.17929594996751644,-0.08524948788162139,-0.015038357336399973,380.0,0.012213348101271393,0.1594940335816748,BH across all channel x band and prespecified homologous/asymmetry cohort tests
