plot,page,selection_reason,subject_id,band,channel,metric,value,polarity
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,CP4,subject_signed_hedges_g,-0.4375684360266401,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,TP7,subject_signed_hedges_g,-0.3692155025919943,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,TP8,subject_signed_hedges_g,-0.33669356024165437,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,Pz,subject_signed_hedges_g,-0.7453234585672881,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,P3,subject_signed_hedges_g,-0.8407530153807404,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,P4,subject_signed_hedges_g,-0.6944023196690918,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,T5,subject_signed_hedges_g,-0.5231991423288757,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,T6,subject_signed_hedges_g,-0.5790334686441371,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,Oz,subject_signed_hedges_g,-0.6344584164005119,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,O1,subject_signed_hedges_g,-0.5038842202832524,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,7.0,8-12Hz,O2,subject_signed_hedges_g,-0.6494531043636441,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,Fp1,subject_signed_hedges_g,0.05375485104703425,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,Fp2,subject_signed_hedges_g,0.37332920363611644,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,Fz,subject_signed_hedges_g,-0.20040234457487427,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,F3,subject_signed_hedges_g,-0.420602704454491,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,F4,subject_signed_hedges_g,0.05349230520867909,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,F7,subject_signed_hedges_g,0.0009224700224157648,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,F8,subject_signed_hedges_g,-0.09020336938246243,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,FCz,subject_signed_hedges_g,-0.21195924515135064,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,FC3,subject_signed_hedges_g,-0.24691282852364135,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,FC4,subject_signed_hedges_g,0.03450437849916618,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,FT7,subject_signed_hedges_g,-0.08183329129501103,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,FT8,subject_signed_hedges_g,-0.17654830493994175,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,Cz,subject_signed_hedges_g,0.2787193870378928,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,C3,subject_signed_hedges_g,0.0892234676877462,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,C4,subject_signed_hedges_g,-0.08000053575355348,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,T3,subject_signed_hedges_g,-0.11361895228689968,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,T4,subject_signed_hedges_g,0.15881591266414144,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,CP3,subject_signed_hedges_g,0.12404662045579236,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,CP4,subject_signed_hedges_g,-0.19269408987607978,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,TP7,subject_signed_hedges_g,-0.08430209783699204,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,TP8,subject_signed_hedges_g,-0.37700120468206894,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,Pz,subject_signed_hedges_g,0.18577672312369897,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,P3,subject_signed_hedges_g,-0.06799639384013445,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,P4,subject_signed_hedges_g,-0.15511447526245187,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,T5,subject_signed_hedges_g,-0.10123963401459994,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,T6,subject_signed_hedges_g,-0.20204594143102836,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,Oz,subject_signed_hedges_g,0.08906141979161011,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,O1,subject_signed_hedges_g,0.08626044086450337,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,8.0,8-12Hz,O2,subject_signed_hedges_g,0.4978582020412513,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,Fp1,subject_signed_hedges_g,0.15989657287382722,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,Fp2,subject_signed_hedges_g,-0.09334384358847932,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,Fz,subject_signed_hedges_g,0.33874671369384046,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,F3,subject_signed_hedges_g,0.2731743318001619,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,F4,subject_signed_hedges_g,0.2313074793303176,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,F7,subject_signed_hedges_g,0.04333200610009749,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,F8,subject_signed_hedges_g,-0.011937176923484224,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,FCz,subject_signed_hedges_g,0.3413824744698611,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,FC3,subject_signed_hedges_g,0.30848814432989363,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,FC4,subject_signed_hedges_g,0.23158681786165874,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,FT7,subject_signed_hedges_g,0.18484577896130833,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,FT8,subject_signed_hedges_g,0.36141479758984624,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,Cz,subject_signed_hedges_g,0.2276564196454937,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,C3,subject_signed_hedges_g,0.5680806623665401,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,C4,subject_signed_hedges_g,0.27503420085639446,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,T3,subject_signed_hedges_g,0.5043259620688137,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,T4,subject_signed_hedges_g,0.5589820686469614,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,CP3,subject_signed_hedges_g,0.6814901989786627,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,CP4,subject_signed_hedges_g,0.188583739190756,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,TP7,subject_signed_hedges_g,0.7083093405846724,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,TP8,subject_signed_hedges_g,0.6206463803166162,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,Pz,subject_signed_hedges_g,0.04908577670694821,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,P3,subject_signed_hedges_g,0.553099330705574,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,P4,subject_signed_hedges_g,0.30051815376916924,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,T5,subject_signed_hedges_g,0.4279832968679185,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,T6,subject_signed_hedges_g,0.4681666218781087,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,Oz,subject_signed_hedges_g,0.0053369412574868925,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,O1,subject_signed_hedges_g,-0.00980468626964533,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,9.0,8-12Hz,O2,subject_signed_hedges_g,0.14903880381652485,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,Fp1,subject_signed_hedges_g,0.3779714623105642,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,Fp2,subject_signed_hedges_g,0.2941571245000351,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,Fz,subject_signed_hedges_g,0.25359196595228056,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,F3,subject_signed_hedges_g,0.3099657044921402,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,F4,subject_signed_hedges_g,0.24552538406624597,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,F7,subject_signed_hedges_g,0.06980153217481941,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,F8,subject_signed_hedges_g,0.25751588332546305,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,FCz,subject_signed_hedges_g,0.23469152805611745,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,FC3,subject_signed_hedges_g,0.16281488302889582,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,FC4,subject_signed_hedges_g,0.25903646059538576,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,FT7,subject_signed_hedges_g,0.03203498645827269,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,FT8,subject_signed_hedges_g,0.3228831721248841,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,Cz,subject_signed_hedges_g,0.21614749625809476,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,C3,subject_signed_hedges_g,0.20744606942292007,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,C4,subject_signed_hedges_g,0.33808445541963555,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,T3,subject_signed_hedges_g,0.024775355820741876,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,T4,subject_signed_hedges_g,0.08905694182765739,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,CP3,subject_signed_hedges_g,0.2794245096976347,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,CP4,subject_signed_hedges_g,0.5153700524414215,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,TP7,subject_signed_hedges_g,0.20438984402750207,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,TP8,subject_signed_hedges_g,0.23558524821006088,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,Pz,subject_signed_hedges_g,0.4353384564790253,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,P3,subject_signed_hedges_g,0.32581021577014213,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,P4,subject_signed_hedges_g,0.41288125588235536,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,T5,subject_signed_hedges_g,0.23193863802615175,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,T6,subject_signed_hedges_g,0.27815488015565215,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,Oz,subject_signed_hedges_g,0.2315932406015155,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,O1,subject_signed_hedges_g,0.18802239499463624,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,10.0,8-12Hz,O2,subject_signed_hedges_g,0.27855497391259504,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,Fp1,subject_signed_hedges_g,0.024091255449654174,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,Fp2,subject_signed_hedges_g,-0.1403924495887418,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,Fz,subject_signed_hedges_g,-0.4529816282756157,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,F3,subject_signed_hedges_g,-0.4878795593531198,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,F4,subject_signed_hedges_g,-0.39355973420985674,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,F7,subject_signed_hedges_g,-0.3764400246301764,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,F8,subject_signed_hedges_g,-0.35146251598351136,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,FCz,subject_signed_hedges_g,-0.4552503285419671,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,FC3,subject_signed_hedges_g,-0.5678333255119797,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,FC4,subject_signed_hedges_g,-0.22319712059550517,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,FT7,subject_signed_hedges_g,-0.3630731211066199,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,FT8,subject_signed_hedges_g,-0.2557375799054828,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,Cz,subject_signed_hedges_g,0.8896361412867164,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,C3,subject_signed_hedges_g,-0.579714376904405,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,C4,subject_signed_hedges_g,-0.30982934276138135,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,T3,subject_signed_hedges_g,-0.20385172558054926,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,T4,subject_signed_hedges_g,-0.32194619297068855,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,CP3,subject_signed_hedges_g,-0.4002499343027316,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,CP4,subject_signed_hedges_g,-0.2080727112184806,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,TP7,subject_signed_hedges_g,-0.3614790919866614,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,TP8,subject_signed_hedges_g,-0.4398249475742946,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,Pz,subject_signed_hedges_g,-0.03257003324260619,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,P3,subject_signed_hedges_g,-0.05157187656641723,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,P4,subject_signed_hedges_g,-0.24879139713554566,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,T5,subject_signed_hedges_g,-0.2888592516100286,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,T6,subject_signed_hedges_g,-0.2505834956955512,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,Oz,subject_signed_hedges_g,0.12676856451644525,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,O1,subject_signed_hedges_g,-0.14937013835179827,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,11.0,8-12Hz,O2,subject_signed_hedges_g,0.33780237228313975,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,Fp1,subject_signed_hedges_g,0.20412280406481254,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,Fp2,subject_signed_hedges_g,-0.09619353714571682,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,Fz,subject_signed_hedges_g,0.232525153983149,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,F3,subject_signed_hedges_g,0.448830088924831,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,F4,subject_signed_hedges_g,0.2123543485163249,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,F7,subject_signed_hedges_g,-0.1335888396917055,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,F8,subject_signed_hedges_g,-0.2706512624789725,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,FCz,subject_signed_hedges_g,0.2213202528263888,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,FC3,subject_signed_hedges_g,0.16153221015196828,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,FC4,subject_signed_hedges_g,0.07222490580944795,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,FT7,subject_signed_hedges_g,-0.0003713382715999924,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,FT8,subject_signed_hedges_g,-0.3460944641420151,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,Cz,subject_signed_hedges_g,0.09271925325937357,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,C3,subject_signed_hedges_g,0.13766156086291773,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,C4,subject_signed_hedges_g,0.12417187387192537,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,T3,subject_signed_hedges_g,-0.12356437018594874,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,T4,subject_signed_hedges_g,-0.22170537797737927,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,CP3,subject_signed_hedges_g,0.08902052674045483,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,CP4,subject_signed_hedges_g,0.001076571205275384,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,TP7,subject_signed_hedges_g,-0.19224186431712043,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,TP8,subject_signed_hedges_g,0.017413836016586817,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,Pz,subject_signed_hedges_g,0.30192718772763166,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,P3,subject_signed_hedges_g,-0.3025608906064641,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,P4,subject_signed_hedges_g,0.40483099585573207,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,T5,subject_signed_hedges_g,-0.19818005915074008,right-hand minus left-hand MI-window log bandpower
subject_bandpower_effect_topomaps_8_12hz.png,1,all_configured_subjects,12.0,8-12Hz,T6,subject_signed_hedges_g,-0.26006103978749845,right-hand minus left-hand MI-window log bandpower
