subject_id,label,hand,transductive_group_maps,state_naming_mode,feature,value
1,0,left,True,neutral,MS2_to_MS0,0.394990366088632
1,1,right,True,neutral,MS2_to_MS0,0.42584167424931757
3,0,left,True,neutral,MS2_to_MS0,0.3644859813084112
3,1,right,True,neutral,MS2_to_MS0,0.3752895752895753
7,0,left,True,neutral,MS2_to_MS0,0.33445661331086773
7,1,right,True,neutral,MS2_to_MS0,0.35967503692762187
9,0,left,True,neutral,MS2_to_MS0,0.335
9,1,right,True,neutral,MS2_to_MS0,0.3585714285714286
10,0,left,True,neutral,MS2_to_MS0,0.441207075962539
10,1,right,True,neutral,MS2_to_MS0,0.43461160275319566
11,0,left,True,neutral,MS2_to_MS0,0.40425531914893614
11,1,right,True,neutral,MS2_to_MS0,0.4048964218455744
14,0,left,True,neutral,MS2_to_MS0,0.3058823529411765
14,1,right,True,neutral,MS2_to_MS0,0.33475661827497866
15,0,left,True,neutral,MS2_to_MS0,0.2948308870453095
15,1,right,True,neutral,MS2_to_MS0,0.3001269035532995
17,0,left,True,neutral,MS2_to_MS0,0.37140575079872207
17,1,right,True,neutral,MS2_to_MS0,0.37850467289719625
29,0,left,True,neutral,MS2_to_MS0,0.3466666666666667
29,1,right,True,neutral,MS2_to_MS0,0.3537360890302067
31,0,left,True,neutral,MS2_to_MS0,0.3435527502254283
31,1,right,True,neutral,MS2_to_MS0,0.33303411131059246
32,0,left,True,neutral,MS2_to_MS0,0.35642232683254876
32,1,right,True,neutral,MS2_to_MS0,0.34417344173441733
37,0,left,True,neutral,MS2_to_MS0,0.450653983353151
37,1,right,True,neutral,MS2_to_MS0,0.4222222222222222
41,0,left,True,neutral,MS2_to_MS0,0.3905511811023622
41,1,right,True,neutral,MS2_to_MS0,0.42356959863364646
1,0,left,True,neutral,MS2_to_MS1,0.15895953757225434
1,1,right,True,neutral,MS2_to_MS1,0.13830755232029118
3,0,left,True,neutral,MS2_to_MS1,0.11129991503823279
3,1,right,True,neutral,MS2_to_MS1,0.11505791505791506
7,0,left,True,neutral,MS2_to_MS1,0.18197135636057288
7,1,right,True,neutral,MS2_to_MS1,0.155096011816839
9,0,left,True,neutral,MS2_to_MS1,0.13785714285714284
9,1,right,True,neutral,MS2_to_MS1,0.13142857142857142
10,0,left,True,neutral,MS2_to_MS1,0.09885535900104059
10,1,right,True,neutral,MS2_to_MS1,0.09931170108161258
11,0,left,True,neutral,MS2_to_MS1,0.2137330754352031
11,1,right,True,neutral,MS2_to_MS1,0.211864406779661
14,0,left,True,neutral,MS2_to_MS1,0.23025210084033612
14,1,right,True,neutral,MS2_to_MS1,0.21947053800170793
15,0,left,True,neutral,MS2_to_MS1,0.35290363752393106
15,1,right,True,neutral,MS2_to_MS1,0.36928934010152287
17,0,left,True,neutral,MS2_to_MS1,0.13498402555910544
17,1,right,True,neutral,MS2_to_MS1,0.1277258566978193
29,0,left,True,neutral,MS2_to_MS1,0.17703703703703705
29,1,right,True,neutral,MS2_to_MS1,0.16216216216216217
31,0,left,True,neutral,MS2_to_MS1,0.1018935978358882
31,1,right,True,neutral,MS2_to_MS1,0.11220825852782765
32,0,left,True,neutral,MS2_to_MS1,0.15736381977135172
32,1,right,True,neutral,MS2_to_MS1,0.1619241192411924
37,0,left,True,neutral,MS2_to_MS1,0.12009512485136742
37,1,right,True,neutral,MS2_to_MS1,0.12222222222222222
41,0,left,True,neutral,MS2_to_MS1,0.08740157480314961
41,1,right,True,neutral,MS2_to_MS1,0.07856532877882152
1,0,left,True,neutral,MS2_to_MS3,0.4460500963391137
1,1,right,True,neutral,MS2_to_MS3,0.43585077343039125
3,0,left,True,neutral,MS2_to_MS3,0.524214103653356
3,1,right,True,neutral,MS2_to_MS3,0.5096525096525096
7,0,left,True,neutral,MS2_to_MS3,0.4835720303285594
7,1,right,True,neutral,MS2_to_MS3,0.48522895125553916
9,0,left,True,neutral,MS2_to_MS3,0.5271428571428571
9,1,right,True,neutral,MS2_to_MS3,0.51
10,0,left,True,neutral,MS2_to_MS3,0.4599375650364204
10,1,right,True,neutral,MS2_to_MS3,0.46607669616519176
11,0,left,True,neutral,MS2_to_MS3,0.3820116054158607
11,1,right,True,neutral,MS2_to_MS3,0.3832391713747646
14,0,left,True,neutral,MS2_to_MS3,0.4638655462184874
14,1,right,True,neutral,MS2_to_MS3,0.4457728437233134
15,0,left,True,neutral,MS2_to_MS3,0.3522654754307594
15,1,right,True,neutral,MS2_to_MS3,0.33058375634517767
17,0,left,True,neutral,MS2_to_MS3,0.4936102236421725
17,1,right,True,neutral,MS2_to_MS3,0.4937694704049844
29,0,left,True,neutral,MS2_to_MS3,0.4762962962962963
29,1,right,True,neutral,MS2_to_MS3,0.4841017488076312
31,0,left,True,neutral,MS2_to_MS3,0.5545536519386834
31,1,right,True,neutral,MS2_to_MS3,0.5547576301615799
32,0,left,True,neutral,MS2_to_MS3,0.4862138533960995
32,1,right,True,neutral,MS2_to_MS3,0.49390243902439024
37,0,left,True,neutral,MS2_to_MS3,0.4292508917954816
37,1,right,True,neutral,MS2_to_MS3,0.45555555555555555
41,0,left,True,neutral,MS2_to_MS3,0.5220472440944882
41,1,right,True,neutral,MS2_to_MS3,0.49786507258753204
1,0,left,True,neutral,MS3_to_MS0,0.3902714932126697
1,1,right,True,neutral,MS3_to_MS0,0.39059304703476483
3,0,left,True,neutral,MS3_to_MS0,0.37916666666666665
3,1,right,True,neutral,MS3_to_MS0,0.38018433179723504
7,0,left,True,neutral,MS3_to_MS0,0.3087866108786611
7,1,right,True,neutral,MS3_to_MS0,0.3341250989707047
9,0,left,True,neutral,MS3_to_MS0,0.3463414634146341
9,1,right,True,neutral,MS3_to_MS0,0.33450952717007765
10,0,left,True,neutral,MS3_to_MS0,0.4503311258278146
10,1,right,True,neutral,MS3_to_MS0,0.3865450399087799
11,0,left,True,neutral,MS3_to_MS0,0.367
11,1,right,True,neutral,MS3_to_MS0,0.3681592039800995
14,0,left,True,neutral,MS3_to_MS0,0.34566929133858265
14,1,right,True,neutral,MS3_to_MS0,0.32157177225340816
15,0,left,True,neutral,MS3_to_MS0,0.31109763493026077
15,1,right,True,neutral,MS3_to_MS0,0.29896907216494845
17,0,left,True,neutral,MS3_to_MS0,0.3633414436334144
17,1,right,True,neutral,MS3_to_MS0,0.39553429027113235
29,0,left,True,neutral,MS3_to_MS0,0.3119819140919367
29,1,right,True,neutral,MS3_to_MS0,0.3411102172164119
31,0,left,True,neutral,MS3_to_MS0,0.40213815789473684
31,1,right,True,neutral,MS3_to_MS0,0.3922056384742952
32,0,left,True,neutral,MS3_to_MS0,0.3375
32,1,right,True,neutral,MS3_to_MS0,0.3331193838254172
37,0,left,True,neutral,MS3_to_MS0,0.42714819427148193
37,1,right,True,neutral,MS3_to_MS0,0.4099462365591398
41,0,left,True,neutral,MS3_to_MS0,0.4333570919458304
41,1,right,True,neutral,MS3_to_MS0,0.4569850039463299
1,0,left,True,neutral,MS3_to_MS1,0.14705882352941177
1,1,right,True,neutral,MS3_to_MS1,0.12678936605316973
3,0,left,True,neutral,MS3_to_MS1,0.12
3,1,right,True,neutral,MS3_to_MS1,0.130568356374808
7,0,left,True,neutral,MS3_to_MS1,0.24351464435146444
7,1,right,True,neutral,MS3_to_MS1,0.1726049089469517
9,0,left,True,neutral,MS3_to_MS1,0.17700348432055749
9,1,right,True,neutral,MS3_to_MS1,0.14255469301340862
10,0,left,True,neutral,MS3_to_MS1,0.10706401766004416
10,1,right,True,neutral,MS3_to_MS1,0.11288483466362599
11,0,left,True,neutral,MS3_to_MS1,0.223
11,1,right,True,neutral,MS3_to_MS1,0.2228855721393035
14,0,left,True,neutral,MS3_to_MS1,0.2574803149606299
14,1,right,True,neutral,MS3_to_MS1,0.2606255012028869
15,0,left,True,neutral,MS3_to_MS1,0.3632504548211037
15,1,right,True,neutral,MS3_to_MS1,0.3759854457246816
17,0,left,True,neutral,MS3_to_MS1,0.16626115166261152
17,1,right,True,neutral,MS3_to_MS1,0.13955342902711323
29,0,left,True,neutral,MS3_to_MS1,0.22230595327807084
29,1,right,True,neutral,MS3_to_MS1,0.21238938053097345
31,0,left,True,neutral,MS3_to_MS1,0.1069078947368421
31,1,right,True,neutral,MS3_to_MS1,0.11359867330016583
32,0,left,True,neutral,MS3_to_MS1,0.1881578947368421
32,1,right,True,neutral,MS3_to_MS1,0.2079589216944801
37,0,left,True,neutral,MS3_to_MS1,0.14819427148194272
37,1,right,True,neutral,MS3_to_MS1,0.14381720430107528
41,0,left,True,neutral,MS3_to_MS1,0.11332858161083392
41,1,right,True,neutral,MS3_to_MS1,0.12312549329123915
1,0,left,True,neutral,MS3_to_MS2,0.4626696832579186
1,1,right,True,neutral,MS3_to_MS2,0.48261758691206547
3,0,left,True,neutral,MS3_to_MS2,0.5008333333333334
3,1,right,True,neutral,MS3_to_MS2,0.489247311827957
7,0,left,True,neutral,MS3_to_MS2,0.4476987447698745
7,1,right,True,neutral,MS3_to_MS2,0.4932699920823436
9,0,left,True,neutral,MS3_to_MS2,0.47665505226480837
9,1,right,True,neutral,MS3_to_MS2,0.5229357798165137
10,0,left,True,neutral,MS3_to_MS2,0.44260485651214126
10,1,right,True,neutral,MS3_to_MS2,0.500570125427594
11,0,left,True,neutral,MS3_to_MS2,0.41
11,1,right,True,neutral,MS3_to_MS2,0.408955223880597
14,0,left,True,neutral,MS3_to_MS2,0.3968503937007874
14,1,right,True,neutral,MS3_to_MS2,0.41780272654370487
15,0,left,True,neutral,MS3_to_MS2,0.32565191024863555
15,1,right,True,neutral,MS3_to_MS2,0.32504548211036993
17,0,left,True,neutral,MS3_to_MS2,0.47039740470397406
17,1,right,True,neutral,MS3_to_MS2,0.4649122807017544
29,0,left,True,neutral,MS3_to_MS2,0.46571213262999245
29,1,right,True,neutral,MS3_to_MS2,0.4465004022526146
31,0,left,True,neutral,MS3_to_MS2,0.4909539473684211
31,1,right,True,neutral,MS3_to_MS2,0.494195688225539
32,0,left,True,neutral,MS3_to_MS2,0.4743421052631579
32,1,right,True,neutral,MS3_to_MS2,0.45892169448010267
37,0,left,True,neutral,MS3_to_MS2,0.4246575342465753
37,1,right,True,neutral,MS3_to_MS2,0.44623655913978494
41,0,left,True,neutral,MS3_to_MS2,0.4533143264433357
41,1,right,True,neutral,MS3_to_MS2,0.4198895027624309
